	sample.name	Sample.Name	Protocol.REF_x	Parameter.Value.Post.Extraction.	Parameter.Value.Derivatization.	Extract.Name	Protocol.REF.1	Parameter.Value.Chromatography.Instrument.	Term.Source.REF_x	Term.Accession.Number_x	Parameter.Value.Column.model.	Parameter.Value.Column.type.	Labeled.Extract.Name	Label	Term.Source.REF.1_x	Term.Accession.Number.1_x	Protocol.REF.2	Parameter.Value.Scan.polarity.	Parameter.Value.Scan.m.z.range.	Parameter.Value.Instrument.	Term.Source.REF.2_x	Term.Accession.Number.2_x	Parameter.Value.Ion.source.	Term.Source.REF.3_x	Term.Accession.Number.3_x	Parameter.Value.Mass.analyzer.	Term.Source.REF.4_x	Term.Accession.Number.4_x	MS.Assay.Name	Raw.Spectral.Data.File	Protocol.REF.3	Normalization.Name	Derived.Spectral.Data.File	Protocol.REF.4	Data.Transformation.Name	Metabolite.Assignment.File	Source.Name	Characteristics.Organism.	Term.Source.REF_y	Term.Accession.Number_y	Characteristics.Variant.	Term.Source.REF.1_y	Term.Accession.Number.1_y	Characteristics.Organism.part.	Term.Source.REF.2_y	Term.Accession.Number.2_y	Protocol.REF_y	Factor.Value.feeding.	Term.Source.REF.3_y	Term.Accession.Number.3_y	Factor.Value.tissue.source.	Term.Source.REF.4_y	Term.Accession.Number.4_y	Factor.Value.genotype.	Term.Source.REF.5	Term.Accession.Number.5	Factor.Value.replicate.	Term.Source.REF.6	Term.Accession.Number.6
157	SRC.2....Fasted_rep3_skeletal_muscle.1	SRC-2+/+ Fasted_rep3_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fasted_rep3_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src2 wild-type			3		
158	SRC.2....Fasted_rep4_skeletal_muscle.1	SRC-2+/+ Fasted_rep4_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fasted_rep4_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src2 wild-type			4		
159	SRC.2....Fasted_rep5_skeletal_muscle.1	SRC-2+/+ Fasted_rep5_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-2+/+ Fasted_rep5_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src2 wild-type			5		
160	SRC.3....Fed_rep1_skeletal_muscle	SRC-3-/- Fed_rep1_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fed_rep1_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src3 knockout			1		
161	SRC.3....Fed_rep2_skeletal_muscle	SRC-3-/- Fed_rep2_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fed_rep2_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src3 knockout			2		
162	SRC.3....Fed_rep3_skeletal_muscle	SRC-3-/- Fed_rep3_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fed_rep3_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src3 knockout			3		
163	SRC.3....Fed_rep4_skeletal_muscle	SRC-3-/- Fed_rep4_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fed_rep4_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src3 knockout			4		
164	SRC.3....Fed_rep5_skeletal_muscle	SRC-3-/- Fed_rep5_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fed_rep5_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src3 knockout			5		
165	SRC.3....Fasted_rep1_skeletal_muscle	SRC-3-/- Fasted_rep1_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fasted_rep1_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src3 knockout			1		
166	SRC.3....Fasted_rep2_skeletal_muscle	SRC-3-/- Fasted_rep2_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fasted_rep2_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src3 knockout			2		
167	SRC.3....Fasted_rep3_skeletal_muscle	SRC-3-/- Fasted_rep3_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fasted_rep3_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src3 knockout			3		
168	SRC.3....Fasted_rep4_skeletal_muscle	SRC-3-/- Fasted_rep4_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fasted_rep4_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src3 knockout			4		
169	SRC.3....Fasted_rep5_skeletal_muscle	SRC-3-/- Fasted_rep5_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3-/- Fasted_rep5_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src3 knockout			5		
170	SRC.3....Fed_rep1_skeletal_muscle.1	SRC-3+/+ Fed_rep1_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fed_rep1_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src3 wild-type			1		
171	SRC.3....Fed_rep2_skeletal_muscle.1	SRC-3+/+ Fed_rep2_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fed_rep2_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src3 wild-type			2		
172	SRC.3....Fed_rep3_skeletal_muscle.1	SRC-3+/+ Fed_rep3_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fed_rep3_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src3 wild-type			3		
173	SRC.3....Fed_rep4_skeletal_muscle.1	SRC-3+/+ Fed_rep4_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fed_rep4_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src3 wild-type			4		
174	SRC.3....Fed_rep5_skeletal_muscle.1	SRC-3+/+ Fed_rep5_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fed_rep5_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fed			skeletal_muscle			Src3 wild-type			5		
175	SRC.3....Fasted_rep1_skeletal_muscle.1	SRC-3+/+ Fasted_rep1_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fasted_rep1_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src3 wild-type			1		
176	SRC.3....Fasted_rep2_skeletal_muscle.1	SRC-3+/+ Fasted_rep2_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fasted_rep2_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src3 wild-type			2		
177	SRC.3....Fasted_rep3_skeletal_muscle.1	SRC-3+/+ Fasted_rep3_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fasted_rep3_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src3 wild-type			3		
178	SRC.3....Fasted_rep4_skeletal_muscle.1	SRC-3+/+ Fasted_rep4_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fasted_rep4_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src3 wild-type			4		
179	SRC.3....Fasted_rep5_skeletal_muscle.1	SRC-3+/+ Fasted_rep5_skeletal_muscle	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-3+/+ Fasted_rep5_skeletal_muscle		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	skeletal_muscle	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	skeletal muscle	BTO	http://purl.obolibrary.org/obo/BTO_0001103	Sample collection	fasted			skeletal_muscle			Src3 wild-type			5		
180	SRC.1....Fed_rep1_brain	SRC-1-/- Fed_rep1_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fed_rep1_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src1 knockout			1		
181	SRC.1....Fed_rep2_brain	SRC-1-/- Fed_rep2_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fed_rep2_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src1 knockout			2		
182	SRC.1....Fed_rep3_brain	SRC-1-/- Fed_rep3_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fed_rep3_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src1 knockout			3		
183	SRC.1....Fed_rep4_brain	SRC-1-/- Fed_rep4_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fed_rep4_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src1 knockout			4		
184	SRC.1....Fed_rep5_brain	SRC-1-/- Fed_rep5_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fed_rep5_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fed			brain			Src1 knockout			5		
185	SRC.1....Fasted_rep1_brain	SRC-1-/- Fasted_rep1_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fasted_rep1_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src1 knockout			1		
186	SRC.1....Fasted_rep2_brain	SRC-1-/- Fasted_rep2_brain	Extraction				Chromatography	Thermo Scientific TRACE GC Ultra			DB-5 GC (1 µm, 0.25 mm x 15 m; Agilent Technologies)	low polarity					Mass spectrometry	positive		Thermo Scientific TRACE DSQ			electron ionization	MS	http://purl.obolibrary.org/obo/MS_1000389	quadrupole	MS	http://purl.obolibrary.org/obo/MS_1000081	SRC-1-/- Fasted_rep2_brain		Data transformation			Metabolite identification		m_york_src_GC_mass_spectrometry_v2_maf.tsv	brain	Mus musculus	NCBITAXON	http://purl.bioontology.org/ontology/NCBITAXON/10090	C57BL/6J	EFO	http://www.ebi.ac.uk/efo/EFO_0000606	brain	BTO	http://purl.obolibrary.org/obo/BTO_0000142	Sample collection	fasted			brain			Src1 knockout			2		
